fullvisitorid,channelgrouping,time,country,city,transactions,timeonsite,pageviews,sessionqualitydim,date,visitid,type,productquantity,productprice,productrevenue,productsku,v2productname,v2productcategory,productvariant,currencycode,transactionrevenue,transactionid,pagetitle,pagepathlevel1,ecommerceaction_type,ecommerceaction_step,ecommerceaction_option,totaltransactionrevenue
5669937270126220769,Affiliates,438603,India,Bengaluru,0,495,4,0,2017-01-24,1485321669,PAGE,0,145990000,0,GGOEGEVB070599,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/Audio/,no data,USD,0,no data,Audio | Electronics | Google Merchandise Store,/google+redesign/,0,1,no data,0
2663139802271839032,Organic Search,21563,United States,New York,0,75,5,0,2017-03-15,1489592405,PAGE,0,18990000,0,GGOEGDHC074099,Google 17oz Stainless Steel Sport Bottle,Home/Shop by Brand/Google/,no data,USD,0,no data,Google | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
445746986873957817,Organic Search,65639,United States,Houston,0,98,6,1,2017-07-27,1501190073,PAGE,0,8990000,0,GGOEGFQB013799,Compact Selfie Stick,Home/Accessories/,no data,USD,0,no data,Accessories | Google Merchandise Store,/google+redesign/,0,1,no data,0
3862784688624483745,Referral,16081,United States,Ann Arbor,0,328,5,0,2017-04-27,1493311763,PAGE,0,14990000,0,GGOEA0CH077599,Android Hard Cover Journal,no data,no data,USD,0,no data,Store search results,/asearch.html,0,1,no data,0
7870037320398268481,Direct,30954,United States,no data available in demo dataset,0,31,2,0,2017-05-23,1495565651,PAGE,0,18990000,0,GGOEGAAX0338,Google Men's Vintage Badge Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
2342778208397864952,Organic Search,0,United States,no data available in demo dataset,0,43,3,0,2016-08-14,1471228752,PAGE,0,39990000,0,GGOEGAAX0311,Google Heavyweight Long Sleeve Hero Tee Navy,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's-T-Shirts,/google+redesign/,0,1,no data,0
3267354540729084147,Organic Search,30559,Poland,no data available in demo dataset,0,90,4,0,2017-02-11,1486838083,PAGE,0,79990000,0,GGOEGEVJ023999,Compact Bluetooth Speaker,Home/Electronics/,no data,USD,0,no data,Electronics | Google Merchandise Store,/google+redesign/,0,1,no data,0
4877431164884196366,Direct,5321,United States,no data available in demo dataset,0,5,2,0,2016-09-29,1475177110,PAGE,0,21990000,0,GGOEAHPJ074410,Android Twill Cap,Home/Apparel/,no data,USD,0,no data,Apparel,/google+redesign/,0,1,no data,0
43781926623027052,Referral,100683,United States,Mountain View,0,101,3,0,2016-08-19,1471623220,PAGE,0,18990000,0,GGOEGAAX0323,Google Men's Short Sleeve Hero Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's-T-Shirts,/google+redesign/,0,1,no data,0
1552774475032251371,Organic Search,11084,Australia,Sydney,0,32,3,0,2016-08-18,1471510031,PAGE,0,39990000,0,GGOEGAAX0310,Google Heavyweight Long Sleeve Hero Tee Burgundy,Home/Apparel/Men's/,no data,USD,0,no data,Men's,/google+redesign/,0,1,no data,0
6225381240882624688,Organic Search,268319,Canada,no data available in demo dataset,0,268,17,0,2016-08-08,1470683108,PAGE,0,18990000,0,GGOEGAAX0301,Google Women's Tank Top,Home/Apparel/,no data,USD,0,no data,Apparel,/store.html,0,1,no data,0
6385902244670560822,Direct,88816,United States,Mountain View,0,142,10,0,2016-09-15,1473967202,PAGE,0,24990000,0,GGOEAHPA004110,Android Wool Heather Cap Heather/Black,Home/Apparel/,no data,USD,0,no data,Apparel,/google+redesign/,0,1,no data,0
4501554245677885556,Direct,0,United States,no data available in demo dataset,0,0,1,0,2017-01-12,1484226168,PAGE,0,22990000,0,GGOEGHPB003410,Google Snapback Hat Black,Home/Apparel/,no data,USD,0,no data,Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
1699260395346449669,Organic Search,323284,United States,Mountain View,0,416,8,0,2017-04-11,1491956541,PAGE,0,18990000,0,GGOEGAAX0734,Google Men's Short Sleeve Hero Tee Heather,Home/Apparel/Men's/,no data,USD,0,no data,Men's Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
6957220378538363178,Direct,0,United States,no data available in demo dataset,0,0,1,0,2016-09-15,1473953208,PAGE,0,2500000,0,GGOEGOAQ012899,Ballpoint LED Light Pen,Home/Office/,no data,USD,0,no data,Office,/google+redesign/,0,1,no data,0
2803777334952532715,Organic Search,0,Switzerland,no data available in demo dataset,0,0,1,0,2017-04-03,1491250658,PAGE,0,1990000,0,GGOEYFKQ020699,YouTube Custom Decals,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
7589538597465639219,Direct,0,Hungary,no data available in demo dataset,0,44,2,0,2017-04-15,1492243414,PAGE,0,2990000,0,GGOEWFKA082999,Waze Baby on Board Window Decal,Home/Accessories/Stickers/,no data,USD,0,no data,Stickers | Accessories | Google Merchandise Store,/google+redesign/,0,1,no data,0
8700595991670920537,Organic Search,0,United States,no data available in demo dataset,0,0,1,0,2017-06-24,1498338880,PAGE,0,1500000,0,GGOEGFKA022299,Keyboard DOT Sticker,Home/Electronics/,no data,USD,0,no data,Electronics | Google Merchandise Store,/google+redesign/,0,1,no data,0
6775564705903561337,Direct,0,United States,no data available in demo dataset,0,69,3,0,2017-04-07,1491629919,PAGE,0,10990000,0,GGOEGHPB071610,Google Twill Cap,Home/Apparel/,no data,USD,0,no data,Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
7978336040008136660,Organic Search,0,France,no data available in demo dataset,0,0,1,0,2017-07-03,1499099581,PAGE,0,4990000,0,GGOEGBMJ013399,Sport Bag,Home/Bags/,no data,USD,0,no data,Bags | Google Merchandise Store,/google+redesign/,0,1,no data,0
0416629645300373969,Organic Search,0,India,no data available in demo dataset,0,0,1,0,2017-05-03,1493827672,PAGE,0,16990000,0,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
7229272351617926671,Organic Search,39327,Italy,no data available in demo dataset,0,39,3,0,2016-09-06,1473190164,PAGE,0,15990000,0,GGOEGBJL013999,Google Canvas Tote Natural/Navy,Home/Bags/,no data,USD,0,no data,Bags,/google+redesign/,0,1,no data,0
5594727748524659396,Direct,989240,United States,no data available in demo dataset,0,1670,10,0,2017-06-11,1497192622,PAGE,0,10990000,0,GGOEGHPB071610,Google Twill Cap,Home/Apparel/,no data,USD,0,no data,Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
7182304245700570893,Organic Search,8032,United States,no data available in demo dataset,0,8,2,0,2017-04-16,1492382396,PAGE,0,4500000,0,GGOEGCGB022199,Fashion Sunglasses & Pouch,Home/Apparel/,no data,USD,0,no data,Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
7781583906259950890,Organic Search,31361,Canada,no data available in demo dataset,0,82,4,0,2016-09-16,1474033569,PAGE,0,4990000,0,GGOEGOGA016299,Grip Highlighter Pen 3 Pack,Home/Office/,no data,USD,0,no data,Office,/google+redesign/,0,1,no data,0
9139639584612654625,Organic Search,0,Turkey,no data available in demo dataset,0,0,1,0,2017-07-02,1499062700,PAGE,0,16990000,0,GGOEGAAX0317,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
5828164116259929589,Direct,0,United States,no data available in demo dataset,0,0,1,0,2017-04-07,1491592773,PAGE,0,37990000,0,GGOEGAAX0627,Google Infant Zip Hood Pink,Home/Apparel/Kid's/Kid's-Infant/,no data,USD,0,no data,Infant | Kids' Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
0308967851548663773,Organic Search,124109,Taiwan,(no data set),0,124,5,1,2017-07-26,1501056954,PAGE,0,3990000,0,GGOEAKDH019899,Windup Android,Home/Accessories/Fun/,no data,USD,0,no data,Fun | Accessories | Google Merchandise Store,/google+redesign/,0,1,no data,0
7282101879531984138,Direct,0,United States,no data available in demo dataset,0,0,1,0,2016-08-25,1472122844,PAGE,0,18990000,0,GGOEGAAX0289,Google Women's Short Sleeve Shirt Dark Grey,Home/Apparel/,no data,USD,0,no data,Apparel,/store.html,0,1,no data,0
5413359006416299167,Referral,156565,United States,no data available in demo dataset,0,283,13,0,2016-09-24,1474778688,PAGE,0,8790000,0,GGOEGCLB020832,Softsided Travel Pouch Set,Home/Accessories/Fun/,no data,USD,0,no data,Fun,/google+redesign/,0,1,no data,0
2991590287151030686,Referral,6470,United States,no data available in demo dataset,0,249,8,0,2017-06-23,1498237361,PAGE,0,20990000,0,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
6841461972455474576,Referral,354291,United States,no data available in demo dataset,1,718,21,0,2017-01-31,1485892514,PAGE,0,14000000,0,GGOEGHGH019699,Google Sunglasses,Lifestyle, GREEN,USD,0,no data,Payment Method,/payment.html,5,2,Payment,60000000
1623142723702691489,Referral,40182,France,no data available in demo dataset,0,268,8,0,2016-10-02,1475418978,PAGE,0,16990000,0,GGOEGAAX0105,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's-T-Shirts,/google+redesign/,0,1,no data,0
4231743012236269675,Direct,13968,United States,no data available in demo dataset,0,226,8,0,2016-08-09,1470769783,PAGE,0,8990000,0,GGOEGFQB013799,Compact Selfie Stick,Home/Electronics/,no data,USD,0,no data,Electronics,/google+redesign/,0,1,no data,0
8958399995172915085,Organic Search,84925,United States,Washington,0,350,9,0,2017-03-16,1489720126,PAGE,0,16990000,0,GGOEGETR014599,Google Tube Power Bank,Home/Electronics/,no data,USD,0,no data,Electronics | Google Merchandise Store,/google+redesign/,0,1,no data,0
8711226791152436715,Organic Search,0,United States,no data available in demo dataset,0,221,3,0,2016-12-08,1481253974,PAGE,0,24990000,0,GGOEGDHQ014899,20 oz Stainless Steel Insulated Tumbler,Home/Drinkware/,no data,USD,0,no data,Drinkware | Google Merchandise Store,/google+redesign/,0,1,no data,0
1007365142391182004,Organic Search,0,Indonesia,no data available in demo dataset,0,0,1,0,2016-08-17,1471423837,PAGE,0,24990000,0,GGOEGAAX0316,Android Men's 3/4 Sleeve Raglan Henley Black,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's-T-Shirts,/google+redesign/,0,1,no data,0
6451643280368187066,Organic Search,67489,United Kingdom,no data available in demo dataset,0,86,6,0,2016-09-10,1473537613,PAGE,0,5500000,0,GGOEGOAR013099,Google Stylus Pen w/ LED Light,Home/Office/,no data,USD,0,no data,Office,/google+redesign/,0,1,no data,0
0847232388751734692,Organic Search,78570,United States,no data available in demo dataset,0,79,6,0,2017-04-10,1491862937,PAGE,0,16990000,0,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/,no data,USD,0,no data,Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
4726503575822831138,Organic Search,0,Canada,no data available in demo dataset,0,0,1,0,2017-03-04,1488662293,PAGE,0,9990000,0,GGOEYOCR078099,YouTube Spiral Journal with Pen,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
6141322669742891608,Paid Search,40104,United States,no data available in demo dataset,0,53,5,0,2016-09-01,1472739812,PAGE,0,16990000,0,GGOEGAAX0106,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/,no data,USD,0,no data,Apparel,/google+redesign/,0,1,no data,0
0883391652402531152,Organic Search,19129,Austria,no data available in demo dataset,0,19,2,0,2016-08-08,1470722205,PAGE,0,17990000,0,GGOEGAAX0279,Google Women's Short Sleeve Hero Tee White,Home/Shop by Brand/Google/,no data,USD,0,no data,Google,/google+redesign/,0,1,no data,0
7282206036578205020,Direct,0,United States,no data available in demo dataset,0,309,4,0,2016-09-29,1475165839,PAGE,0,16990000,0,GGOEGAAX0281,Google Women's Short Sleeve Badge Tee Grey,Home/Apparel/Women's/Women's-T-Shirts/,no data,USD,0,no data,Women's-T-Shirts,/google+redesign/,0,1,no data,0
8418332831301291414,Direct,92735,United States,no data available in demo dataset,0,528,15,64,2017-07-10,1499706705,PAGE,0,2990000,0,GGOEGFKQ020799,Google Doodle Decal,Home/Office/,no data,USD,0,no data,Office | Google Merchandise Store,/google+redesign/,0,1,no data,0
1390646758700873048,Organic Search,0,Vietnam,no data available in demo dataset,0,0,1,1,2017-07-13,1499948385,PAGE,0,6990000,0,GGOEYOLR018699,YouTube Leatherette Notebook Combo,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
0575836391756988701,Organic Search,42128,Italy,no data available in demo dataset,0,42,4,0,2016-11-29,1480431597,PAGE,0,9990000,0,GGOEGBJC014399,Google Tote Bag,Home/Bags/,no data,USD,0,no data,Bags | Google Merchandise Store,/google+redesign/,0,1,no data,0
6132352900940075615,Organic Search,0,United States,no data available in demo dataset,0,0,1,0,2017-01-03,1483460323,PAGE,0,24990000,0,GGOEGDHQ014899,20 oz Stainless Steel Insulated Tumbler,Home/Drinkware/,no data,USD,0,no data,Drinkware | Google Merchandise Store,/google+redesign/,0,1,no data,0
7806484698909617666,Organic Search,50709,Netherlands,no data available in demo dataset,0,72,5,0,2016-08-28,1472382381,PAGE,0,16990000,0,GGOEGAAX0342,Google Women's Hero V-Neck Tee White,Home/Apparel/,no data,USD,0,no data,Apparel,/google+redesign/,0,1,no data,0
8917154791675379055,Direct,0,India,Hyderabad,0,0,1,0,2017-02-03,1486116777,PAGE,0,3990000,0,GGOEAKDH019899,Windup Android,Home/Shop by Brand/Android/,no data,USD,0,no data,Android | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
552457712187524928,Referral,804665,Brazil,no data available in demo dataset,0,805,4,0,2016-09-20,1474412343,PAGE,0,21990000,0,GGOEYHPA003510,YouTube Trucker Hat,Home/Apparel/,no data,USD,0,no data,Apparel,/store.html,0,1,no data,0
7512540132157395369,Organic Search,224519,United Kingdom,no data available in demo dataset,0,299,14,0,2016-10-05,1475668644,PAGE,0,69990000,0,GGOEGAAX0593,Google Men's Airflow 1/4 Zip Pullover Lapis,Home/Apparel/Men's/Men's-Performance Wear/,no data,USD,0,no data,Men's-Performance Wear,/google+redesign/,0,1,no data,0
4938112928898343243,Organic Search,37922,United States,no data available in demo dataset,0,98,3,1,2017-07-04,1499216490,PAGE,0,16990000,0,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
6995771194194040195,Organic Search,0,Canada,no data available in demo dataset,0,0,1,0,2017-05-06,1494091789,PAGE,0,2990000,0,GGOEADHH055999,22 oz Android Bottle,Home/Drinkware/,no data,USD,0,no data,Drinkware | Google Merchandise Store,/google+redesign/,0,1,no data,0
4145416779605318216,Organic Search,0,Russia,no data available in demo dataset,0,46,3,0,2017-02-23,1487889648,PAGE,0,16990000,0,GGOEGAAX0106,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
6787463790922599532,Direct,35796,United States,no data available in demo dataset,0,36,2,0,2016-08-31,1472693640,PAGE,0,39990000,0,GGOEGEVA022399,Micro Wireless Earbuds,Home/Electronics/,no data,USD,0,no data,Electronics,/google+redesign/,0,1,no data,0
0006231707038693946,Direct,0,United Kingdom,Glasgow,0,0,1,0,2017-04-26,1493275671,PAGE,0,104990000,0,GGOEGEVB071299,Digital Lightshow Smart Speaker and Notification Center,Home/Electronics/Audio/,no data,USD,0,no data,Audio | Electronics | Google Merchandise Store,/google+redesign/,0,1,no data,0
7249216287496863758,Organic Search,6497,United States,no data available in demo dataset,0,6,2,0,2017-05-11,1494519447,PAGE,0,2990000,0,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Home/Shop by Brand/Android/,no data,USD,0,no data,Android | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
6809045205761515457,Referral,0,United States,Palo Alto,0,0,1,0,2016-11-25,1480068770,PAGE,0,3500000,0,GGOEGFAQ016699,Bottle Opener Clip,no data,no data,USD,0,no data,Store search results,/asearch.html,0,1,no data,0
0616981836181204596,Organic Search,30403,France,no data available in demo dataset,0,30,2,0,2017-04-12,1492029279,PAGE,0,1990000,0,GGOEGKAA019299,Switch Tone Color Crayon Pen,Home/Accessories/,no data,USD,0,no data,Accessories | Google Merchandise Store,/google+redesign/,0,1,no data,0
9544891508926587457,Direct,0,Argentina,no data available in demo dataset,0,0,1,1,2017-07-10,1499709886,PAGE,0,18990000,0,GGOEGAAX0339,Google Men's Vintage Badge Tee White,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
8585851400498456983,Organic Search,19479,United States,San Francisco,0,91,9,0,2016-09-03,1472924364,PAGE,0,21990000,0,GGOEGAAX0681,Google Youth Sports Tee Navy,Home/Apparel/Kid's/,no data,USD,0,no data,Kid's,/google+redesign/,0,1,no data,0
0376887178827448879,Referral,35922,United States,New York,0,60,4,2,2017-08-01,1501617841,PAGE,0,14990000,0,GGOEGOCL077699,Google Hard Cover Journal,no data,no data,USD,0,no data,Store search results,/asearch.html,0,1,no data,0
2140192939431324020,Referral,8971,United States,Mountain View,0,43,5,0,2016-08-03,1470271463,PAGE,0,21990000,0,GGOEGCMB020932,Set of 3 Packing Cubes,Home/Office/,no data,USD,0,no data,Office,/google+redesign/,0,1,no data,0
0332368065648876685,Display,9400,United States,Chicago,0,81,3,0,2017-04-04,1491331302,PAGE,0,145990000,0,GGOEGEVB070599,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/,no data,USD,0,no data,Electronics | Google Merchandise Store,/google+redesign/,0,1,no data,0
6084062162417850109,Organic Search,0,Germany,no data available in demo dataset,0,0,1,0,2016-12-11,1481470154,PAGE,0,16990000,0,GGOEGAAX0661,You Tube Toddler Short Sleeve Tee Red,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
2368436714832209512,Paid Search,172702,United States,no data available in demo dataset,0,173,9,0,2017-02-02,1486050991,PAGE,0,24990000,0,GGOEGDHQ014899,20 oz Stainless Steel Insulated Tumbler,Home/Drinkware/Water Bottles and Tumblers/,no data,USD,0,no data,Water Bottles & Tumblers | Drinkware | Google Merchandise Store,/google+redesign/,0,1,no data,0
6761072758900796071,Organic Search,0,Argentina,no data available in demo dataset,0,34,2,0,2017-02-02,1486066146,PAGE,0,7990000,0,GGOEYOLR080599,YouTube Notebook and Pen Set,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
1725793185785488078,Referral,16383,United States,no data available in demo dataset,0,16,2,0,2017-05-17,1495040020,PAGE,0,29990000,0,GGOEGAAX0352,Android Men's Vintage Henley,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
6898101296689223070,Organic Search,0,United States,no data available in demo dataset,0,0,1,1,2017-07-06,1499408263,PAGE,0,21990000,0,GGOEGAAX0042,Android Stretch Fit Hat,Home/Apparel/Headgear/,no data,USD,0,no data,Headgear | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
9900283418431729225,Organic Search,0,Austria,no data available in demo dataset,0,0,1,0,2016-12-09,1481276515,PAGE,0,23990000,0,GGOEGAAX0127,Android 24 oz Contigo Bottle,Home/Shop by Brand/Android/,no data,USD,0,no data,Android | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
216237663020625159,Organic Search,0,United States,no data available in demo dataset,0,0,1,0,2016-11-24,1480056163,PAGE,0,34990000,0,GGOEGAAX0335,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
8722440373669458639,Organic Search,0,United States,no data available in demo dataset,0,48,2,0,2016-11-29,1480472710,PAGE,0,16990000,0,GGOEGAAX0279,Google Women's Short Sleeve Hero Tee White,Home/Shop by Brand/Google/,no data,USD,0,no data,Google | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
1638277010218099749,Direct,0,Singapore,no data available in demo dataset,0,0,1,0,2016-09-24,1474720635,PAGE,0,34990000,0,GGOEGAAX0335,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube,/google+redesign/,0,1,no data,0
2454127896460197959,Referral,18403,United States,no data available in demo dataset,0,18,2,0,2016-11-23,1479920828,PAGE,0,790000,0,GGOEGGOA017399,Maze Pen,Home/Office/,no data,USD,0,no data,Office | Google Merchandise Store,/google+redesign/,0,1,no data,0
765356233828495514,Direct,0,India,no data available in demo dataset,0,0,1,0,2016-08-16,1471334632,PAGE,0,18990000,0,GGOEADHH073999,Android 17oz Stainless Steel Sport Bottle,Home/Accessories/Drinkware/,no data,USD,0,no data,Drinkware,/google+redesign/,0,1,no data,0
1231726908046604534,Direct,0,United States,no data available in demo dataset,0,54,3,0,2016-12-30,1483139122,PAGE,0,9990000,0,GGOEGOCT019199,Red Spiral Google Notebook,Home/Shop by Brand/,no data,USD,0,no data,Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
9363338926261143336,Organic Search,0,Egypt,no data available in demo dataset,0,31,3,1,2017-07-28,1501282233,PAGE,0,16990000,0,GGOEGAAX0320,Android Men's Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
7884509001879290037,Referral,0,Canada,no data available in demo dataset,0,0,1,0,2017-03-20,1490038809,PAGE,0,10990000,0,GGOEYHPB072210,YouTube Twill Cap,Home/Apparel/,no data,USD,0,no data,Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
671901026312993680,Organic Search,0,South Korea,no data available in demo dataset,0,0,1,0,2017-02-21,1487748663,PAGE,0,10990000,0,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
6189424111103208265,Direct,0,Netherlands,no data available in demo dataset,0,0,1,0,2017-02-20,1487623511,PAGE,0,9990000,0,GGOEYOCR078099,YouTube Spiral Journal with Pen,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
9987056085213279488,Organic Search,0,Turkey,no data available in demo dataset,0,0,1,0,2016-09-02,1472842263,PAGE,0,18990000,0,GGOEGAAX0293,Android Women's Short Sleeve Tri-blend Badge Tee Light Grey,Home/Apparel/Women's/Women's-T-Shirts/,no data,USD,0,no data,Women's-T-Shirts,/google+redesign/,0,1,no data,0
9162224236547573390,Direct,30831,Taiwan,no data available in demo dataset,0,31,2,0,2017-02-05,1486351934,PAGE,0,0,0,9182569,Google Men's  Zip Hoodie,no data,no data,USD,0,no data,The Google Merchandise Store/22 oz Android Bottle,/google+redesign/,0,1,no data,0
085696177783946414,Organic Search,0,India,no data available in demo dataset,0,0,1,0,2017-05-21,1495390434,PAGE,0,20990000,0,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
803101338385132068,Organic Search,59258,United States,no data available in demo dataset,0,298,11,0,2016-09-21,1474483162,PAGE,0,3500000,0,GGOEGOAQ015999,Gel Roller Pen,Home/Office/,no data,USD,0,no data,Office,/google+redesign/,0,1,no data,0
957600294102298569,Organic Search,0,Czechia,no data available in demo dataset,0,0,1,0,2017-07-03,1499118985,PAGE,0,34990000,0,GGOEGAAX0334,Android Men's Long Sleeve Badge Crew Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
2061041651195977338,Organic Search,0,Malaysia,no data available in demo dataset,0,0,1,1,2017-07-05,1499266956,PAGE,0,20990000,0,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
022644049325421795,Organic Search,32193,India,no data available in demo dataset,0,121,4,0,2017-02-23,1487856418,PAGE,0,24990000,0,GGOEGAAX0331,Google Men's Long Sleeve Raglan Ocean Blue,no data,no data,USD,0,no data,Store search results,/asearch.html,0,1,no data,0
4304640728284899330,Referral,45334,United States,no data available in demo dataset,0,45,3,0,2016-12-20,1482262662,PAGE,0,99000000,0,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,Home/Nest/Nest-USA/,no data,USD,0,no data,Nest-USA,/google+redesign/,0,1,no data,0
0220093879292823718,Direct,94393,United States,Chicago,0,94,5,0,2016-08-16,1471365487,PAGE,0,9990000,0,GGOEGAYR023499,Straw Beach Mat,Home/Lifestyle/,no data,USD,0,no data,Lifestyle,/google+redesign/,0,1,no data,0
6577703705597105760,Organic Search,49851,United States,no data available in demo dataset,0,50,3,0,2016-08-21,1471810673,PAGE,0,34990000,0,GGOEGAAX0333,Google Men's Long Sleeve Pullover Crew Tee Heather,Home/Shop by Brand/Google/,no data,USD,0,no data,Google,/google+redesign/,0,1,no data,0
646050943092566921,Direct,4608,United States,no data available in demo dataset,0,5,3,0,2017-04-26,1493261667,PAGE,0,22990000,0,GGOEGHPB003410,Google Snapback Hat Black,Home/Apparel/,no data,USD,0,no data,Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
9010171170222025751,Direct,0,United States,no data available in demo dataset,0,430,5,0,2017-02-05,1486288220,PAGE,0,21990000,0,GGOEYHPA003510,YouTube Trucker Hat,Home/Shop by Brand/YouTube/,no data,USD,0,no data,YouTube | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
6509682744360841357,Referral,23277,Czechia,no data available in demo dataset,0,23,3,0,2016-11-17,1479401157,PAGE,0,16990000,0,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,no data,USD,0,no data,Men's T-Shirts | Apparel | Google Merchandise Store,/google+redesign/,0,1,no data,0
153192474233279094,Referral,28390,United States,no data available in demo dataset,0,28,3,0,2017-02-05,1486332581,PAGE,0,8990000,0,GGOEAOCH014199,Android Journal Book Set,Home/Shop by Brand/Android/,no data,USD,0,no data,Android | Shop by Brand | Google Merchandise Store,/google+redesign/,0,1,no data,0
9385937479800722019,Direct,0,United Kingdom,no data available in demo dataset,0,0,1,0,2017-05-20,1495297856,PAGE,0,3500000,0,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,no data,USD,0,no data,Fun | Accessories | Google Merchandise Store,/google+redesign/,0,1,no data,0
